Length1,Weight,Length1_norm,Weight_norm
21.5,170.0,0.27184466019417475,0.10303030303030303
22.0,225.0,0.2815533980582524,0.13636363636363635
22.0,145.0,0.2815533980582524,0.08787878787878788
22.6,188.0,0.29320388349514565,0.11393939393939394
23.0,180.0,0.30097087378640774,0.10909090909090909
23.5,197.0,0.3106796116504854,0.1193939393939394
25.0,218.0,0.33980582524271846,0.1321212121212121
25.2,300.0,0.3436893203883495,0.18181818181818182
25.4,260.0,0.34757281553398056,0.15757575757575756
25.4,265.0,0.34757281553398056,0.1606060606060606
25.4,250.0,0.34757281553398056,0.15151515151515152
25.9,250.0,0.3572815533980582,0.15151515151515152
26.9,300.0,0.37669902912621356,0.18181818181818182
27.8,320.0,0.39417475728155343,0.19393939393939394
30.5,514.0,0.44660194174757284,0.3115151515151515
32.0,556.0,0.47572815533980584,0.336969696969697
32.5,840.0,0.4854368932038835,0.509090909090909
34.0,685.0,0.5145631067961165,0.41515151515151516
34.0,700.0,0.5145631067961165,0.42424242424242425
34.5,700.0,0.5242718446601942,0.42424242424242425
34.6,690.0,0.5262135922330098,0.41818181818181815
36.5,900.0,0.5631067961165048,0.5454545454545454
36.5,650.0,0.5631067961165048,0.3939393939393939
36.6,820.0,0.5650485436893204,0.49696969696969695
36.9,850.0,0.570873786407767,0.5151515151515151
37.0,900.0,0.5728155339805825,0.5454545454545454
37.0,1015.0,0.5728155339805825,0.6151515151515151
37.1,820.0,0.5747572815533981,0.49696969696969695
39.0,1100.0,0.6116504854368932,0.6666666666666666
39.8,1000.0,0.6271844660194175,0.6060606060606061
40.1,1100.0,0.6330097087378641,0.6666666666666666
40.2,1000.0,0.6349514563106796,0.6060606060606061
41.1,1000.0,0.6524271844660194,0.6060606060606061
30.0,200.0,0.4368932038834951,0.12121212121212122
31.7,300.0,0.4699029126213592,0.18181818181818182
32.7,300.0,0.48932038834951463,0.18181818181818182
34.8,300.0,0.5300970873786407,0.18181818181818182
35.5,430.0,0.5436893203883495,0.2606060606060606
36.0,345.0,0.5533980582524272,0.20909090909090908
40.0,456.0,0.6310679611650486,0.27636363636363637
40.0,510.0,0.6310679611650486,0.3090909090909091
40.1,540.0,0.6330097087378641,0.32727272727272727
42.0,500.0,0.6699029126213593,0.30303030303030304
43.2,567.0,0.6932038834951457,0.34363636363636363
44.8,770.0,0.7242718446601941,0.4666666666666667
48.3,950.0,0.7922330097087378,0.5757575757575758
52.0,1250.0,0.8640776699029126,0.7575757575757576
56.0,1600.0,0.941747572815534,0.9696969696969697
56.0,1550.0,0.941747572815534,0.9393939393939394
59.0,1650.0,1.0,1.0
9.3,6.7,0.03495145631067963,0.0040606060606060606
10.0,7.5,0.04854368932038835,0.004545454545454545
10.1,7.0,0.050485436893203874,0.004242424242424243
10.4,9.7,0.05631067961165049,0.005878787878787878
10.7,9.8,0.06213592233009707,0.00593939393939394
10.8,8.7,0.06407766990291264,0.005272727272727273
11.3,10.0,0.0737864077669903,0.006060606060606061
11.3,9.9,0.0737864077669903,0.006
11.4,9.8,0.07572815533980583,0.00593939393939394
11.5,12.2,0.07766990291262135,0.007393939393939394
11.7,13.4,0.08155339805825242,0.008121212121212121
12.1,12.2,0.08932038834951456,0.007393939393939394
13.2,19.7,0.11067961165048543,0.011939393939393939
13.8,19.9,0.12233009708737866,0.01206060606060606
